title,print_issn,e_issn,field,ajg_2024
Public Policy and Administration,0952-0767,1749-4192,PUB SEC,2
Review of Policy Research,1541-132X,1541-1338,PUB SEC,2
Review of Public Personnel Administration,0734-371X,1552-759X,PUB SEC,2
Social Policy and Administration,0144-5596,1467-9515,PUB SEC,2
State Politics and Policy Quarterly,1532-4400,1946-1607,PUB SEC,2
"Transforming Government: People, Process and Policy",1750-6166,1750-6166,PUB SEC,2
Administrative Theory and Praxis,1084-1806,1949-0461,PUB SEC,1
Asia and the Pacific Policy Studies,2050-2680,2050-2680,PUB SEC,1
Asia Pacific Journal of Public Administration,2327-6665,2327-6673,PUB SEC,1
Brazilian Journal of Public Administration (Revista de Administração Pública - RAP),0034-7612,1982-3134,PUB SEC,1
British Journal of Health Care Management,1358-0574,1759-7382,PUB SEC,1
Canadian Public Administration,0008-4840,1754-7121,PUB SEC,1
Canadian Public Policy/Analyse de politiques,0317-0861,1911-9917,PUB SEC,1
Health Services Management Research,0951-4848,1758-1044,PUB SEC,1
International Journal of Educational Management,0951-354X,0951-354X,PUB SEC,1
International Journal of Health Care Quality Assurance,0952-6862,0952-6862,PUB SEC,1
International Journal of Health Governance,2059-4631,2059-464X,PUB SEC,1
International Journal of Healthcare Technology and Management,1368-2156,1741-5144,PUB SEC,1
International Journal of Public Leadership,2056-4929,2056-4937,PUB SEC,1
International Journal of Public Sector Management,0951-3558,0951-3558,PUB SEC,1
International Review of Public Administration,1229-4659,2331-7795,PUB SEC,1
Journal of Asian Public Policy,1751-6234,1751-6242,PUB SEC,1
Journal of Comparative Policy Analysis,1387-6988,1572-5448,PUB SEC,1
Journal of Health Organization and Management,1477-7266,1758-7247,PUB SEC,1
Journal of Public Affairs,1472-3891,1479-1854,PUB SEC,1
Journal of Public Affairs Education,1523-6803,2328-9643,PUB SEC,1
Leadership in Health Services,1751-1879,1751-1887,PUB SEC,1
Policing: A journal of policy and practice,,1752-4520,PUB SEC,1
Public Administration Quarterly ,0734-9149,2327-4433,PUB SEC,1
Public Works Management and Policy,1087-724X,1552-7549,PUB SEC,1
State and Local Government Review,0160-323X,1943-3409,PUB SEC,1
Teaching Public Administration,0144-7394,2047-8720,PUB SEC,1
Voluntary Sector Review,2040-8056,2040-8064,PUB SEC,1
Economic Geography,0013-0095,1944-8287,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",4
Journal of Economic Geography,1468-2702,1468-2710,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",4
Regional Studies,0034-3404,1360-0591,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",4
"Cambridge Journal of Regions, Economy and Society",1752-1378,1752-1386,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
Environment and Planning A,0308-518X,1472-3409,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
European Urban and Regional Studies,0969-7764,1461-7145,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
Global Environmental Change,0959-3780,1872-9495,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
Journal of Regional Science,0022-4146,1467-9787,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
Journal of Rural Studies,0743-0167,1873-1392,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
Papers in Regional Science,1056-8190,1435-5957,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
Regional Science and Urban Economics,0166-0462,1879-2308,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
Urban Studies,0042-0980,1360-063X,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",3
Annals of Regional Science,0570-1864,1432-0592,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
Cities,0264-2751,1873-6084,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
Construction Management and Economics,0144-6193,1466-433X,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
European Planning Studies,0965-4313,1469-5944,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
Growth and Change,0017-4815,1468-2257,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
International Journal of Urban and Regional Research,0309-1317,1468-2427,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
Journal of Place Management and Development,1753-8335,1753-8343,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
Local Economy,0269-0942,1470-9325,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
Town Planning Review,0041-0020,1478-341X,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",2
African Evaluation Journal,2310-4988,2306-5133,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Built Environment Project and Asset Management,2044-124X,2044-1258,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Corporate Social Responsibility and Environmental Management,1535-3958,1535-3966,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
International Journal of Energy Sector Management,1750-6220,1750-6220,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
International Journal of Housing Markets and Analysis,1753-8270,1753-8289,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Journal of Corporate Real Estate,1463-001X,1479-1048,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Journal of European Real Estate Research,1753-9269,1753-9277,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Journal of Financial Management of Property and Construction,1366-4387,1759-8443,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Journal of Geographical Systems,1435-5930,1435-5949,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Letters in Spatial and Resource Sciences,1864-4031,1864-404X,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Regional and Federal Studies,1359-7566,1743-9434,"REGIONAL STUDIES, PLANNING AND ENVIRONMENT",1
Annals of Tourism Research,0160-7383,1873-7722,SECTOR,4
Journal of Service Research,1094-6705,1552-7379,SECTOR,4
Journal of Travel Research,0047-2875,1552-6763,SECTOR,4
Tourism Management,0261-5177,1879-3193,SECTOR,4
"Transportation Research, Series B: Methodological",0191-2615,1879-2367,SECTOR,4
Energy Journal,0195-6574,1944-9089,SECTOR,3
European Sport Management Quarterly,1618-4742,1746-031X,SECTOR,3
Food Policy,0306-9192,1873-5657,SECTOR,3
International Journal of Contemporary Hospitality Management,0959-6119,1757-1049,SECTOR,3
International Journal of Hospitality Management,0278-4319,1873-4693,SECTOR,3
Journal of Sustainable Tourism,0966-9582,1747-7646,SECTOR,3
Nonprofit and Voluntary Sector Quarterly,0899-7640,1552-7395,SECTOR,3
"Transportation Research, Part A: Policy and Practice",0965-8564,1879-2375,SECTOR,3
"Transportation Research, Part D: Transport and Environment",1361-9209,1879-2340,SECTOR,3
"Transportation Research, Part E: Logistics and Transportation Review",1366-5545,1878-5794,SECTOR,3
Annals of Leisure Research,1174-5398,2159-6816,SECTOR,2
Building Research and Information,0961-3218,1466-4321,SECTOR,2
Cornell Hospitality Quarterly,1938-9655,1938-9663,SECTOR,2
Current Issues in Tourism,1368-3500,1747-7603,SECTOR,2
Energy Policy,0301-4215,1873-6777,SECTOR,2
Environmental Management,0364-152X,1432-1009,SECTOR,2
Event Management,1525-9951,1943-4308,SECTOR,2
Hospitality and Society,2042-7913,2042-7921,SECTOR,2
International Journal of Strategic Property Management,1648-715X,1648-9179,SECTOR,2
International Journal of Tourism Research,1099-2340,1522-1970,SECTOR,2
Journal of Hospitality and Tourism Management,1447-6770,1839-5260,SECTOR,2
Journal of Hospitality and Tourism Research,1096-3480,1557-7554,SECTOR,2
Journal of Management in Engineering - ASCE,0742-597X,1943-5479,SECTOR,2
Journal of Service Management,1757-5818,1757-5826,SECTOR,2
Journal of Sport Management,0888-4773,1543-270X,SECTOR,2
Journal of Sports Economics,1527-0025,1552-7794,SECTOR,2
Journal of Transport Geography,0966-6923,1873-1236,SECTOR,2
Journal of Travel and Tourism Marketing,1054-8408,1540-7306,SECTOR,2
Leisure Sciences,0149-0400,1521-0588,SECTOR,2
Leisure Studies,0261-4367,1466-4496,SECTOR,2
Marine Policy,0308-597X,1872-9460,SECTOR,2
Maritime Policy and Management,0308-8839,1464-5254,SECTOR,2
Museum Management and Curatorship,0964-7775,1872-9185,SECTOR,2
Scandinavian Journal of Hospitality and Tourism,1502-2250,1502-2269,SECTOR,2
Service Industries Journal,0264-2069,1743-9507,SECTOR,2
Sport Management Review,1441-3523,1839-2083,SECTOR,2
Tourism Analysis,1083-5423,1943-3999,SECTOR,2
Tourism Economics,1354-8166,2044-0375,SECTOR,2
Tourism Geographies,1461-6688,1470-1340,SECTOR,2
Tourism Management Perspectives,2211-9736,2211-9744,SECTOR,2
Tourism Planning and Development,2156-8316,2156-8324,SECTOR,2
Tourism Recreation Research,0250-8281,2320-0308,SECTOR,2
Transport Policy,0967-070X,1879-310X,SECTOR,2
Transport Reviews,0144-1647,1464-5327,SECTOR,2
Transportation,0049-4488,1572-9435,SECTOR,2
Voluntas,0957-8765,1573-7888,SECTOR,2
Advances in Hospitality and Leisure,1745-3542,1745-3542,SECTOR,1
Anatolia: An International Journal of Tourism and Hospitality Research,1303-2917,2156-6909,SECTOR,1
Asia Pacific Journal of Tourism Research,1094-1665,1741-6507,SECTOR,1
British Food Journal,0007-070X,1758-4108,SECTOR,1
"Digital Policy, Regulation and Governance",,2398-5038,SECTOR,1
"Engineering, Construction and Architectural Management",0969-9988,1365-232X,SECTOR,1
Facilities,0263-2772,0263-2772,SECTOR,1
International Hospitality Review,2516-8142,2516-8142,SECTOR,1
"International Journal of Culture, Tourism and Hospitality Research",1750-6182,,SECTOR,1
International Journal of Event and Festival Management,1758-2954,1758-2962,SECTOR,1
International Journal of Heritage Studies,1352-7258,1470-3610,SECTOR,1
International Journal of Hospitality and Tourism Administration,1525-6480,1525-6499,SECTOR,1
International Journal of Sport and Society,2152-7857,2152-7865,SECTOR,1
International Journal of Sport Finance,1558-6235,1930-076X,SECTOR,1
International Journal of Sport Management,1546-234X,,SECTOR,1
International Journal of Sport Management and Marketing,1475-8962,1740-2808,SECTOR,1
International Journal of Sport Policy and Politics,1940-6940,1940-6959,SECTOR,1
International Journal of Sports Marketing and Sponsorship,1464-6668,1464-6668,SECTOR,1
Journal of China Tourism Research,1938-8160,1938-8179,SECTOR,1
Journal of Cleaner Production,0959-6526,1879-1786,SECTOR,1
Journal of Convention and Event Tourism,1547-0148,1547-0156,SECTOR,1
Journal of Destination Marketing and Management,2212-571X,2212-5752,SECTOR,1
Journal of Ecotourism,1472-4049,1747-7638,SECTOR,1
Journal of Foodservice Business Research,1537-8020,1537-8039,SECTOR,1
Journal of Heritage Tourism,1743-873X,1747-6631,SECTOR,1
Journal of Hospitality and Tourism Education,1096-3758,2325-6540,SECTOR,1
Journal of Hospitality and Tourism Technology,1757-9880,1757-9899,SECTOR,1
Journal of Hospitality Marketing and Management,1936-8623,1936-8631,SECTOR,1
"Journal of Hospitality, Leisure, Sport and Tourism Education",1473-8376,1473-8376,SECTOR,1
Journal of Human Resources in Hospitality and Tourism,1533-2845,1533-2853,SECTOR,1
Journal of Media Business Studies,1652-2354,2376-2977,SECTOR,1
Journal of Outdoor Recreation and Tourism,2213-0780,2213-0799,SECTOR,1
"Journal of Policy Research in Tourism, Leisure and Events",1940-7963,1940-7971,SECTOR,1
Journal of Quality Assurance in Hospitality and Tourism,1528-008X,,SECTOR,1
Journal of Sport and Tourism,1477-5085,1029-5399,SECTOR,1
Journal of the Textile Institute,0040-5000,1754-2340,SECTOR,1
Journal of Transport Economics and Policy,0022-5258,1754-5951,SECTOR,1
Journal of Vacation Marketing,1356-7667,1479-1870,SECTOR,1
Managing Leisure: An International Journal,2375-0472,2375-0480,SECTOR,1
Marine Resource Economics,0738-1360,2334-5985,SECTOR,1
Maritime Economics and Logistics,1479-2931,1479-294X,SECTOR,1
Non-Profit Management & Leadership,1048-6682,1542-7854,SECTOR,1
Nutrition and Food Science,0034-6659,0034-6659,SECTOR,1
PASOS Journal of Tourism and Cultural Heritage,2529-959X,1695-7121,SECTOR,1
Property Management,0263-7472,0263-7472,SECTOR,1
Service Business,1862-8516,1862-8508,SECTOR,1
Sport Marketing Quarterly,1061-6934,1557-2528,SECTOR,1
"Sport, Business and Management: An International Journal",2042-678X,2042-6798,SECTOR,1
Telecommunications Policy,0308-5961,1879-3258,SECTOR,1
Tourism Review,1660-5373,1759-8451,SECTOR,1
"Tourism, Culture and Communication",1098-304X,1943-4146,SECTOR,1
Tourism: An International Interdisciplinary Journal,1332-7461,1849-1545,SECTOR,1
Tourist Studies,1468-7976,1741-3206,SECTOR,1
Utilities Policy,0957-1787,1878-4356,SECTOR,1
Visitor Studies,1064-5578,1934-7715,SECTOR,1
World Leisure Journal,1607-8055,2333-4509,SECTOR,1
Worldwide Hospitality and Tourism Themes,1755-4217,1755-4225,SECTOR,1
American Journal of Political Science ,0092-5853,1540-5907,SOC SCI,4*
American Journal of Sociology,0002-9602,1537-5390,SOC SCI,4*
American Political Science Review ,0003-0554,1537-5943,SOC SCI,4*
American Sociological Review,0003-1224,1939-8271,SOC SCI,4*
Annual Review of Sociology,0360-0572,1545-2115,SOC SCI,4*
Environment and Planning D: Society and Space,0263-7758,1472-3433,SOC SCI,4
International Organization ,0020-8183,1531-5088,SOC SCI,4
International Studies Quarterly ,0020-8833,1468-2478,SOC SCI,4
Journal of Politics ,0022-3816,1468-2508,SOC SCI,4
Risk Analysis,0272-4332,1539-6924,SOC SCI,4
Social Science and Medicine,0277-9536,1873-5347,SOC SCI,4
Socio-Economic Review,1475-1461,1475-147X,SOC SCI,4
Sociology,0038-0385,1469-8684,SOC SCI,4
Antipode,0066-4812,1467-8330,SOC SCI,3
British Journal of Sociology,0007-1315,1468-4446,SOC SCI,3
Business Strategy and the Environment,0964-4733,1099-0836,SOC SCI,3
Development and Change,0012-155X,1467-7660,SOC SCI,3
Economy and Society,0308-5147,1469-5766,SOC SCI,3
Electoral Studies,0261-3794,1873-6890,SOC SCI,3
Environmental Science & Technology,0013-936X,1520-5851,SOC SCI,3
Environmental Science and Policy,1462-9011,1873-6416,SOC SCI,3
European Sociological Review,0266-7215,1468-2672,SOC SCI,3
Global Networks,1470-2266,1471-0374,SOC SCI,3
Industrial and Corporate Change,0960-6491,1464-3650,SOC SCI,3
Journal of Cultural Economy,1753-0350,1753-0369,SOC SCI,3
Journal of Development Studies,0022-0388,1743-9140,SOC SCI,3
Journal of European Social Policy,0958-9287,1461-7269,SOC SCI,3
Journal of Social Policy,0047-2794,1469-7823,SOC SCI,3
New Political Economy,1356-3467,1469-9923,SOC SCI,3
Politics and Society,0032-3292,1552-7514,SOC SCI,3
Progress in Human Geography,0309-1325,1477-0288,SOC SCI,3
Public Opinion Quarterly,0033-362X,1537-5331,SOC SCI,3
Quarterly Journal of Political Science,1554-0626,1554-0634,SOC SCI,3
Research in Social Stratification and Mobility ,0276-5624,1878-5654,SOC SCI,3
Review of International Political Economy,0969-2290,1466-4526,SOC SCI,3
Social Forces,0037-7732,1534-7605,SOC SCI,3
Social Science Research ,0049-089X,1096-0317,SOC SCI,3
Sociological Methodology,0081-1750,1467-9531,SOC SCI,3
Sociological Review,0038-0261,1467-954X,SOC SCI,3
Sociology of Health and Illness,0141-9889,1467-9566,SOC SCI,3
"Theory, Culture and Society",0263-2764,1460-3616,SOC SCI,3
West European Politics,0140-2382,1743-9655,SOC SCI,3
World Development,0305-750X,1873-5991,SOC SCI,3
American Journal of Economics and Sociology,0002-9246,1536-7150,SOC SCI,2
Capital and Class,0309-8168,2041-0980,SOC SCI,2
Critical Social Policy,0261-0183,1461-703X,SOC SCI,2
Current Sociology,0011-3921,1461-7064,SOC SCI,2
Evaluation,1356-3890,1461-7153,SOC SCI,2
Futures,0016-3287,1873-6378,SOC SCI,2
Geoforum,0016-7185,1872-9398,SOC SCI,2
Habitat International,0197-3975,1873-5428,SOC SCI,2
Human Organization,0018-7259,1938-3525,SOC SCI,2
Information Communication and Society,1369-118X,1468-4462,SOC SCI,2
International Journal of Development Issues,1446-8956,1758-8553,SOC SCI,2
International Journal of Green Energy,1543-5075,1543-5083,SOC SCI,2
International Sociology,0268-5809,1461-7242,SOC SCI,2
Journal of Business Law,0021-9460,2754-205X,SOC SCI,2
Journal of Consumer Policy,0168-7034,1573-0700,SOC SCI,2
Journal of Ethnic and Migration Studies,1369-183X,1469-9451,SOC SCI,2
Journal of Industrial Ecology,1088-1980,1530-9290,SOC SCI,2
Journal of Law and Society,0263-323X,1467-6478,SOC SCI,2
Journal of Risk Research,1366-9877,1466-4461,SOC SCI,2
Kyklos,0023-5962,1467-6435,SOC SCI,2
Land Use Policy,0264-8377,1873-5754,SOC SCI,2
Parliamentary Affairs,0031-2290,1460-2482,SOC SCI,2
Political Quarterly,0032-3179,1467-923X,SOC SCI,2
Political Studies,0032-3217,1467-9248,SOC SCI,2
Research Evaluation,0958-2029,1471-5449,SOC SCI,2
Review of Social Economy,0034-6764,1470-1162,SOC SCI,2
Safety Science,0925-7535,1879-1042,SOC SCI,2
Science and Public Policy,0302-3427,1471-5430,SOC SCI,2
Science and Society,0036-8237,1943-2801,SOC SCI,2
"Science, Technology and Society",0971-7218,0973-0796,SOC SCI,2
Social Networks,0378-8733,1879-2111,SOC SCI,2
Society and Business Review,1746-5680,1746-5699,SOC SCI,2
Technology in Society,0160-791X,1879-3274,SOC SCI,2
Time and Society,0961-463X,1461-7463,SOC SCI,2
Area,0004-0894,1475-4762,SOC SCI,1
Arts and the Market,2056-4945,2056-4953,SOC SCI,1
Asia Europe Journal,1610-2932,1612-1031,SOC SCI,1
China Report,0009-4455,0973-063X,SOC SCI,1
Contemporary Education Dialogue,0973-1849,2249-5320,SOC SCI,1
Environmental Economics,1998-6041,1998-605X,SOC SCI,1
Ethnic and Racial Studies,0141-9870,1466-4356,SOC SCI,1
Evaluation Review,0193-841X,1552-3926,SOC SCI,1
Geographical Journal,0016-7398,1475-4959,SOC SCI,1
Geopolitics under Globalization,2543-5493,2543-9820,SOC SCI,1
"Gosudarstvo, Religiia, Tserkov' v Rossii i za Rubezhom / State, Religion and Church in Russia and Worldwide",2073-7203,2073-7211,SOC SCI,1
"International Journal of Law, Crime and Justice",1756-0616,1876-763X,SOC SCI,1
International Journal of Sociology and Social Policy,0144-333X,1758-6720,SOC SCI,1
International Journal of Tourism Policy,1750-4090,1750-4104,SOC SCI,1
International Migration Review,0197-9183,1747-7379,SOC SCI,1
Journal of Asian Security and International Affairs,2347-7970,2349-0039,SOC SCI,1
Journal of Globalization and Development,2194-6353,1948-1837,SOC SCI,1
Journal of Humanities and Applied Social Sciences,2632-279X,2632-279X,SOC SCI,1
Journal of International Studies,2071-8330 ,2306-3483,SOC SCI,1
Journal of Leadership Studies,1935-2611,1935-262X,SOC SCI,1
Journal of Studies in International Education ,1028-3153,1552-7808,SOC SCI,1
Journal of Trust Research,2151-5581,2151-559X,SOC SCI,1
Management of Environmental Quality,1477-7835,1477-7835,SOC SCI,1
Millennial Asia,0976-3996,2321-7081,SOC SCI,1
Négociations,1780-9231,1782-1452,SOC SCI,1
Philosophy of Management,1740-3812,2052-9597,SOC SCI,1
Policy Sciences,0032-2687,1573-0891,SOC SCI,1
Population Studies,0032-4728,1477-4747,SOC SCI,1
Progress in Development Studies,1464-9934,1477-027X,SOC SCI,1
Review of European Studies ,1918-7173,1918-7181,SOC SCI,1
Revista Produção e Desenvolvimento,,2446-9580,SOC SCI,1
"She Ji: The Journal of Design, Economics, and Innovation",2405-8726,2405-8718,SOC SCI,1
Studies in Indian Politics,2321-0230,2321-7472,SOC SCI,1
Sustainable Futures,2666-1888,2666-1888,SOC SCI,1
The International Journal of Community and Social Development,2516-6026,2516-6034,SOC SCI,1
Transactions of the Institute of British Geographers,0020-2754,1475-5661,SOC SCI,1
Valuation Studies,2001-5992,,SOC SCI,1
Z'GuG Zeitschrift für Gemeinwirtschaft und Gemeinwohl - Journal of Social Economy and Social Welfare,2701-4193,2701-4207,SOC SCI,1
Strategic Management Journal,0143-2095,1097-0266,STRAT,4*
Global Strategy Journal,2042-5791,2042-5805,STRAT,4
Long Range Planning,0024-6301,1873-1872,STRAT,4
Strategic Organization,1476-1270,1741-315X,STRAT,3
Strategy Science,2333-2050,2333-2077,STRAT,3
Advances in Strategic Management,0742-3322,,STRAT,2
European Journal of Management and Business Economics,2444-8451,2444-8494,STRAT,2
Journal of Competitiveness,1804-171X,1804-1728,STRAT,2
Journal of Economics and Management Strategy,1058-6407,1530-9134,STRAT,2
Journal of Organization Design,,2245-408X,STRAT,2
Strategic Change,1086-1718,1099-1697,STRAT,2
Technology Analysis and Strategic Management,0953-7325,1465-3990,STRAT,2
Central European Management Journal,2658-0845,2658-2430,STRAT,1
Foresight,1463-6689,1465-9832,STRAT,1
International Journal of Strategic Decision Sciences,1947-8569,1947-8577,STRAT,1
Journal of Advances in Management Research,0972-7981,2049-3207,STRAT,1
Journal of Business Models ,,2246-2465,STRAT,1
Journal of Business Strategy,0275-6668,0275-6668,STRAT,1
Journal of Change Management,1469-7017,1479-1811,STRAT,1
Journal of Facilities Management,1472-5967,1741-0983,STRAT,1
Journal of Strategic Contracting and Negotiation,2055-5636,2055-5644,STRAT,1
Journal of Strategy and Management,1755-425X,1755-4268,STRAT,1
M@n@gement,,1286-4692,STRAT,1
Management Review Quarterly,2198-1620,2198-1639,STRAT,1
Negotiation and Conflict Management Research,1750-4708,1750-4716,STRAT,1
Revista Brasileira de Gestão de Negócios,1806-4892,1983-0807,STRAT,1
Strategy and Leadership,1087-8572,1087-8572,STRAT,1
Brookings Papers on Economic Activity,0007-2303,1533-4465,ECON,3
Cambridge Journal of Economics,0309-166X,1464-3545,ECON,3
Canadian Journal of Economics,0008-4085,1540-5982,ECON,3
Computational Statistics and Data Analysis,0167-9473,1872-7352,ECON,3
Ecological Economics,0921-8009,1873-6106,ECON,3
Econometric Reviews,0747-4938,1532-4168,ECON,3
Econometrics Journal,1368-4221,1368-423X,ECON,3
Economic Development and Cultural Change,0013-0079,1539-2988,ECON,3
Economic Inquiry,0095-2583,1465-7295,ECON,3
Economic Policy,0266-4658,1468-0327,ECON,3
Economic Theory,0938-2259,1432-0479,ECON,3
Economica,0013-0427,1468-0335,ECON,3
Economics Letters,0165-1765,1873-7374,ECON,3
Energy Economics,0140-9883,1873-6181,ECON,3
Environmental and Resource Economics,0924-6460,1573-1502,ECON,3
European Economic Review,0014-2921,1873-572X,ECON,3
European Review of Agricultural Economics,0165-1587,1464-3618,ECON,3
Experimental Economics,1386-4157,1573-6938,ECON,3
Games and Economic Behavior,0899-8256,1090-2473,ECON,3
Health Economics (United Kingdom),1057-9230,1099-1050,ECON,3
IMF Economic Review,2041-4161,2041-417X,ECON,3
International Journal of Industrial Organization,0167-7187,1873-7986,ECON,3
International Statistical Review,0306-7734,1751-5823,ECON,3
Journal of Agricultural Economics,0021-857X,1477-9552,ECON,3
Journal of Applied Econometrics,0883-7252,1099-1255,ECON,3
Journal of Comparative Economics,0147-5967,1095-7227,ECON,3
Journal of Computational and Graphical Statistics,1061-8600,1537-2715,ECON,3
Journal of Development Economics,0304-3878,1872-6089,ECON,3
Journal of Economic Behavior and Organization,0167-2681,1879-1751,ECON,3
Journal of Economic Dynamics and Control,0165-1889,1879-1743,ECON,3
Journal of Economic Growth,1381-4338,1573-7020,ECON,3
Journal of Environmental Economics and Management,0095-0696,1096-0449,ECON,3
Journal of Health Economics,0167-6296,1879-1646,ECON,3
Journal of Human Capital,1932-8575,1932-8664,ECON,3
Journal of Human Resources,0022-166X,1548-8004,ECON,3
Journal of Industrial Economics,0022-1821,1467-6451,ECON,3
Journal of Institutional Economics,1744-1374,1744-1382,ECON,3
Journal of Law and Economics,0022-2186,1537-5285,ECON,3
"Journal of Law, Economics, and Organization",8756-6222,1465-7341,ECON,3
Journal of Legal Studies,0047-2530,1537-5366,ECON,3
Journal of Mathematical Economics,0304-4068,1873-1538,ECON,3
Journal of Multivariate Analysis,0047-259X,1095-7243,ECON,3
Journal of Population Economics,0933-1433,1432-1475,ECON,3
Journal of Public Economics,0047-2727,0047-2727,ECON,3
Journal of Risk and Uncertainty,0895-5646,1573-0476,ECON,3
Journal of the Association of Environmental and Resource Economists,2333-5955,2333-5963,ECON,3
Journal of the Royal Statistical Society. Series A: Statistics in Society,0964-1998,1467-985X,ECON,3
Journal of the Royal Statistical Society. Series C: Applied Statistics,0035-9254,1467-9876,ECON,3
Journal of Time Series Analysis,0143-9782,1467-9892,ECON,3
Journal of Urban Economics,0094-1190,1095-9068,ECON,3
Labour Economics,0927-5371,1879-1034,ECON,3
Land Economics,0023-7639,1543-8325,ECON,3
Oxford Bulletin of Economics and Statistics,0305-9049,1468-0084,ECON,3
Oxford Economic Papers,0030-7653,1464-3812,ECON,3
Public Choice,0048-5829,1573-7101,ECON,3
Real Estate Economics,1080-8620,1540-6229,ECON,3
Review of Economic Dynamics,1094-2025,1096-6099,ECON,3
Review of Income and Wealth,0034-6586,1475-4991,ECON,3
Scandinavian Journal of Economics,0347-0520,1467-9442,ECON,3
Scandinavian Journal of Statistics,0303-6898,1467-9469,ECON,3
Social Choice and Welfare,0176-1714,1432-217X,ECON,3
World Bank Economic Review,0258-6770,1564-698X,ECON,3
Advances in Econometrics,0731-9053,,ECON,2
Agricultural Economics (United Kingdom),0169-5150,1574-0862,ECON,2
American Journal of Health Economics,2332-3493,2332-3507,ECON,2
American Law and Economics Review,1465-7252,1465-7260,ECON,2
Annals of Applied Statistics,1932-6157,1941-7330,ECON,2
Annals of Economics and Finance,1529-7373,1529-7373,ECON,2
Annals of Public and Cooperative Economics,1370-4788,1467-8292,ECON,2
Annual Review of Resource Economics,1941-1340,1941-1359,ECON,2
Applied Economic Perspectives and Policy,2040-5790,2040-5804,ECON,2
Applied Economics,0003-6846,1466-4283,ECON,2
Australian Journal of Agricultural and Resource Economics,1364-985X,1467-8489,ECON,2
B.E. Journal of Economic Analysis and Policy,2194-6108,1935-1682,ECON,2
B.E. Journal of Macroeconomics,,1935-1690,ECON,2
B.E. Journal of Theoretical Economics,2194-6124,1935-1704,ECON,2
Bulletin of Economic Research,0307-3378,1467-8586,ECON,2
Canadian Journal of Agricultural Economics,0008-3976,1744-7976,ECON,2
CESifo Economic Studies,1610-241X,1612-7501,ECON,2
China Economic Review,1043-951X,1873-7781,ECON,2
Computational Statistics,0943-4062,1613-9658,ECON,2
Contemporary Economic Policy,1074-3529,1465-7287,ECON,2
Contributions to Political Economy,0277-5921,1464-3588,ECON,2
Defence and Peace Economics,1024-2694,1476-8267,ECON,2
Econ Journal Watch,1933-527X,1933-527X,ECON,2
Economic Modelling,0264-9993,1873-6122,ECON,2
Economic Record,0013-0249,1475-4932,ECON,2
Economic Systems,0939-3625,1878-5433,ECON,2
Economic Systems Research,0953-5314,1469-5758,ECON,2
Economic Theory Bulletin,,2196-1093,ECON,2
Economics and Human Biology,1570-677X,1873-6130,ECON,2
Economics and Philosophy,0266-2671,1474-0028,ECON,2
Economics and Politics,0954-1985,1468-0343,ECON,2
Economics of Education Review,0272-7757,1873-7382,ECON,2
Economics of Innovation and New Technology,1043-8599,1476-8364,ECON,2
Economics of Transition and Institutional Change,2577-6975,2577-6983,ECON,2
Empirical Economics,0377-7332,1435-8921,ECON,2
Environment and Development Economics,1355-770X,1469-4395,ECON,2
European Journal of Health Economics,1618-7598,1439-6637,ECON,2
European Journal of Political Economy,0176-2680,1873-5703,ECON,2
Fiscal Studies,0143-5671,1475-5890,ECON,2
GENEVA Risk and Insurance Review,1554-964X,1554-9658,ECON,2
German Economic Review,1465-6485,1468-0475,ECON,2
History of Political Economy,0018-2702,1527-1919,ECON,2
Information Economics and Policy,0167-6245,1873-5975,ECON,2
International Journal of Economic Theory,1742-7355,1742-7363,ECON,2
